"Gene"	"Project_ID"	"Counts"
"738"	"MIR"	"T59"	52
"739"	"MLS23S|RequiresSNPConfirmation"	"T59"	44223
"740"	"MMCO"	"T59"	282
"741"	"MMR"	"T59"	2
"742"	"MNTA"	"T59"	0
"743"	"MNTH"	"T59"	299
"744"	"MNTP"	"T59"	136
"745"	"MNTR"	"T59"	167
"746"	"MOC"	"T59"	0
"747"	"MODA"	"T59"	174
"748"	"MODB"	"T59"	239
"749"	"MODC"	"T59"	910
"750"	"MOX"	"T59"	218
"751"	"MPH"	"T59"	0
"752"	"MPHA"	"T59"	100
"753"	"MPHB"	"T59"	119
"754"	"MPHC"	"T59"	2
"755"	"MPHD"	"T59"	102
"756"	"MPHE"	"T59"	12
"757"	"MPHG"	"T59"	0
"758"	"MPHH"	"T59"	332
"759"	"MPHI"	"T59"	10
"760"	"MPHJ"	"T59"	2
"761"	"MPHK"	"T59"	58
"762"	"MPHM"	"T59"	0
"763"	"MPHN"	"T59"	0
"764"	"MPHO"	"T59"	538
"765"	"MPRF"	"T59"	146
"766"	"MPRFD|RequiresSNPConfirmation"	"T59"	2
"767"	"MRDH"	"T59"	32
"768"	"MREA"	"T59"	14
"769"	"MRPOB|RequiresSNPConfirmation"	"T59"	22
"770"	"MSBA"	"T59"	347
"771"	"MSHA|RequiresSNPConfirmation"	"T59"	344
"772"	"MSI"	"T59"	612
"773"	"MSRA"	"T59"	6
"774"	"MSRC"	"T59"	12
"775"	"MSRD"	"T59"	9
"776"	"MSRE"	"T59"	8
"777"	"MSRF"	"T59"	6
"778"	"MSRG"	"T59"	6
"779"	"MSRH"	"T59"	4
"780"	"MSRL"	"T59"	4
"781"	"MTRA"	"T59"	2
"782"	"MTRAD"	"T59"	502
"783"	"MTRC"	"T59"	18
"784"	"MTRC|RequiresSNPConfirmation"	"T59"	16
"785"	"MTRD"	"T59"	110
"786"	"MTRE"	"T59"	46
"787"	"MTRF"	"T59"	14
"788"	"MTRR|RequiresSNPConfirmation"	"T59"	28
"789"	"MUPA"	"T59"	12
"790"	"MUPB"	"T59"	18
"791"	"MURA|RequiresSNPConfirmation"	"T59"	886
"792"	"MURG|RequiresSNPConfirmation"	"T59"	0
"793"	"MUS"	"T59"	2
"794"	"MUXA"	"T59"	154
"795"	"MUXB"	"T59"	1213
"796"	"MUXC"	"T59"	702
"797"	"MVRC"	"T59"	28
"798"	"MYMT"	"T59"	0
"799"	"MYO"	"T59"	2
"800"	"MYRA"	"T59"	1317
"801"	"MYX"	"T59"	198
"802"	"NALC|RequiresSNPConfirmation"	"T59"	32
"803"	"NALD|RequiresSNPConfirmation"	"T59"	32
"804"	"NCCA"	"T59"	212
"805"	"NCCB"	"T59"	338
"806"	"NCCC"	"T59"	170
"807"	"NCCH"	"T59"	26
"808"	"NCCN"	"T59"	30
"809"	"NCCX"	"T59"	60
"810"	"NCCY"	"T59"	4
"811"	"NCRA"	"T59"	122
"812"	"NCRAN"	"T59"	58
"813"	"NCRB"	"T59"	20
"814"	"NCRBN"	"T59"	0
"815"	"NCRC"	"T59"	8
"816"	"NCRCN"	"T59"	12
"817"	"NCRY"	"T59"	0
"818"	"NCRYN"	"T59"	0
"819"	"NCZA"	"T59"	861
"820"	"NDH|RequiresSNPConfirmation"	"T59"	737
"821"	"NDM"	"T59"	130
"822"	"NFSA"	"T59"	101
"823"	"NFXB|RequiresSNPConfirmation"	"T59"	38
"824"	"NHAA"	"T59"	193
"825"	"NHAB"	"T59"	441
"826"	"NHLF"	"T59"	64
"827"	"NIA"	"T59"	350
"828"	"NIKA"	"T59"	501
"829"	"NIKB"	"T59"	702
"830"	"NIKC"	"T59"	569
"831"	"NIKD"	"T59"	494
"832"	"NIKE"	"T59"	494
"833"	"NIKR"	"T59"	159
"834"	"NIMA"	"T59"	6
"835"	"NIMB"	"T59"	0
"836"	"NIMC"	"T59"	4
"837"	"NIMD"	"T59"	4
"838"	"NIME"	"T59"	28
"839"	"NIMF"	"T59"	2
"840"	"NIMG"	"T59"	0
"841"	"NIMH"	"T59"	0
"842"	"NIMI"	"T59"	86
"843"	"NIMJ"	"T59"	0
"844"	"NIMK"	"T59"	2
"845"	"NIRA"	"T59"	90
"846"	"NIRB"	"T59"	0
"847"	"NIRC"	"T59"	8
"848"	"NIRD"	"T59"	2
"849"	"NIXA"	"T59"	6
"850"	"NMCA"	"T59"	2
"851"	"NMPC"	"T59"	35
"852"	"NMTR"	"T59"	8
"853"	"NORA"	"T59"	24
"854"	"NORB"	"T59"	0
"855"	"NORBD"	"T59"	0
"856"	"NORC"	"T59"	6
"857"	"NORM"	"T59"	264
"858"	"NORMD"	"T59"	348
"859"	"NOVA"	"T59"	944
"860"	"NPMA"	"T59"	0
"861"	"NPMB"	"T59"	0
"862"	"NPS"	"T59"	0
"863"	"NREB"	"T59"	4
"864"	"NRSA"	"T59"	122
"865"	"NRSD"	"T59"	8
"866"	"NRSR"	"T59"	0
"867"	"NRSS"	"T59"	10
"868"	"NSHR"	"T59"	462
"869"	"NUOA|RequiresSNPConfirmation"	"T59"	52
"870"	"O23S|RequiresSNPConfirmation"	"T59"	7805
"871"	"OCH"	"T59"	19
"872"	"OHIO"	"T59"	6
"873"	"OKP"	"T59"	328
"874"	"OLEB"	"T59"	1619
"875"	"OLEC"	"T59"	1751
"876"	"OLED"	"T59"	398
"877"	"OLEI"	"T59"	228
"878"	"OMP36|RequiresSNPConfirmation"	"T59"	132
"879"	"OMP37"	"T59"	79
"880"	"OMP38"	"T59"	46
"881"	"OMPA"	"T59"	209
"882"	"OMPD"	"T59"	24
"883"	"OMPF|RequiresSNPConfirmation"	"T59"	72
"884"	"OMPFB|RequiresSNPConfirmation"	"T59"	154
"885"	"OMPK|RequiresSNPConfirmation"	"T59"	46
"886"	"OMPK36|RequiresSNPConfirmation"	"T59"	65
"887"	"OMPR"	"T59"	417
"888"	"OPCM"	"T59"	414
"889"	"OPMB"	"T59"	228
"890"	"OPMD"	"T59"	414
"891"	"OPMH"	"T59"	400
"892"	"OPRA"	"T59"	360
"893"	"OPRD|RequiresSNPConfirmation"	"T59"	238
"894"	"OPRJ"	"T59"	240
"895"	"OPRM"	"T59"	289
"896"	"OPRN"	"T59"	538
"897"	"OPRZ"	"T59"	476
"898"	"OPTRA"	"T59"	12
"899"	"OQXA"	"T59"	111
"900"	"OQXB"	"T59"	783
"901"	"ORN"	"T59"	0
"902"	"ORR"	"T59"	0
"903"	"OSCA"	"T59"	0
"904"	"OTRA"	"T59"	1366
"905"	"OTRB"	"T59"	466
"906"	"OTRC"	"T59"	279
"907"	"OXA"	"T59"	4204
"908"	"OXY"	"T59"	114
"909"	"OXYRKP"	"T59"	221
"910"	"P16S|RequiresSNPConfirmation"	"T59"	91
"911"	"P23S|RequiresSNPConfirmation"	"T59"	1396
"912"	"PAC"	"T59"	84
"913"	"PAND|RequiresSNPConfirmation"	"T59"	84
"914"	"PARC|RequiresSNPConfirmation"	"T59"	3817
"915"	"PARE|RequiresSNPConfirmation"	"T59"	3285
"916"	"PAREF|RequiresSNPConfirmation"	"T59"	350
"917"	"PARR"	"T59"	240
"918"	"PARS"	"T59"	258
"919"	"PARY"	"T59"	1891
"920"	"PATA"	"T59"	12
"921"	"PATB"	"T59"	8
"922"	"PBP1|RequiresSNPConfirmation"	"T59"	88
"923"	"PBP1A|RequiresSNPConfirmation"	"T59"	8
"924"	"PBP2"	"T59"	572
"925"	"PBP2|RequiresSNPConfirmation"	"T59"	48
"926"	"PBP2B|RequiresSNPConfirmation"	"T59"	8
"927"	"PBP2X|RequiresSNPConfirmation"	"T59"	2
"928"	"PBP3|RequiresSNPConfirmation"	"T59"	8
"929"	"PBP4|RequiresSNPConfirmation"	"T59"	0
"930"	"PBP4B"	"T59"	416
"931"	"PBP5|RequiresSNPConfirmation"	"T59"	8
"932"	"PBRA"	"T59"	210
"933"	"PBRB"	"T59"	118
"934"	"PBRD"	"T59"	4
"935"	"PBRR"	"T59"	50
"936"	"PBRT"	"T59"	204
"937"	"PCM"	"T59"	170
"938"	"PCOA"	"T59"	414
"939"	"PCOB"	"T59"	143
"940"	"PCOC"	"T59"	83
"941"	"PCOD"	"T59"	116
"942"	"PCOE"	"T59"	38
"943"	"PCOR"	"T59"	116
"944"	"PCOS"	"T59"	199
"945"	"PDC"	"T59"	1069
"946"	"PDRM"	"T59"	2
"947"	"PEDO"	"T59"	2
"948"	"PENA"	"T59"	623
"949"	"PENA|RequiresSNPConfirmation"	"T59"	18
"950"	"PENI"	"T59"	1000
"951"	"PER"	"T59"	26
"952"	"PERO"	"T59"	304
"953"	"PERR"	"T59"	0
"954"	"PEXA"	"T59"	0
"955"	"PFM"	"T59"	26
"956"	"PFR"	"T59"	0
"957"	"PGBB"	"T59"	100
"958"	"PGPA"	"T59"	272
"959"	"PGSA|RequiresSNPConfirmation"	"T59"	2
"960"	"PH23S|RequiresSNPConfirmation"	"T59"	16
"961"	"PHOB|RequiresSNPConfirmation"	"T59"	169
"962"	"PHOP|RequiresSNPConfirmation"	"T59"	174
"963"	"PHOQ|RequiresSNPConfirmation"	"T59"	160
"964"	"PHOR"	"T59"	205
"965"	"PILQ|RequiresSNPConfirmation"	"T59"	94
"966"	"PITA"	"T59"	697
"967"	"PLA"	"T59"	22
"968"	"PLN"	"T59"	2
"969"	"PME"	"T59"	176
"970"	"PMPM"	"T59"	134
"971"	"PMRA"	"T59"	2
"972"	"PMRAM"	"T59"	34
"973"	"PMRAR|RequiresSNPConfirmation"	"T59"	432
"974"	"PMRBM"	"T59"	28
"975"	"PMRCM"	"T59"	40
"976"	"PMRF"	"T59"	239
"977"	"PMRG"	"T59"	38
"978"	"PNCA|RequiresSNPConfirmation"	"T59"	96
"979"	"PNGM"	"T59"	10
"980"	"POM"	"T59"	126
"981"	"POR|RequiresSNPConfirmation"	"T59"	6
"982"	"POXT"	"T59"	100
"983"	"PRC"	"T59"	52
"984"	"PSE"	"T59"	2
"985"	"PST"	"T59"	122
"986"	"PSTA"	"T59"	589
"987"	"PSTB"	"T59"	905
"988"	"PSTC"	"T59"	449
"989"	"PSTS"	"T59"	273
"990"	"PSV"	"T59"	10
"991"	"PTSL|RequiresSNPConfirmation"	"T59"	307
"992"	"QACAB"	"T59"	138
"993"	"QACC"	"T59"	4
"994"	"QACD"	"T59"	3
"995"	"QACE"	"T59"	0
"996"	"QACEDELTA1"	"T59"	2
"997"	"QACF"	"T59"	2
"998"	"QACG"	"T59"	0
"999"	"QACH"	"T59"	16
"1000"	"QACJ"	"T59"	0
"1001"	"QACK"	"T59"	12
"1002"	"QACL"	"T59"	8
"1003"	"QACPB"	"T59"	6
"1004"	"QACR"	"T59"	0
"1005"	"QACZ"	"T59"	0
"1006"	"QEPA"	"T59"	571
"1007"	"QNRA"	"T59"	6
"1008"	"QNRB"	"T59"	60
"1009"	"QNRC"	"T59"	0
"1010"	"QNRD"	"T59"	0
"1011"	"QNRE"	"T59"	14
"1012"	"QNRS"	"T59"	0
"1013"	"QNRVC"	"T59"	0
"1014"	"R39"	"T59"	110
"1015"	"RAHN"	"T59"	32
"1016"	"RAMA"	"T59"	8
"1017"	"RAMR|RequiresSNPConfirmation"	"T59"	94
"1018"	"RANA"	"T59"	2
"1019"	"RANB"	"T59"	4
"1020"	"RBPA"	"T59"	128
"1021"	"RCNA"	"T59"	140
"1022"	"RCNB"	"T59"	28
"1023"	"RCNR"	"T59"	47
"1024"	"RCP"	"T59"	164
"1025"	"RDXA"	"T59"	0
"1026"	"RECG"	"T59"	38
"1027"	"RECGM"	"T59"	1167
"1028"	"REMB|RequiresSNPConfirmation"	"T59"	122
"1029"	"RGT"	"T59"	188
"1030"	"RIBD|RequiresSNPConfirmation"	"T59"	166
"1031"	"RICR"	"T59"	2
"1032"	"RLMA"	"T59"	0
"1033"	"RLMH"	"T59"	14
"1034"	"RM3"	"T59"	90
"1035"	"RMTA"	"T59"	6
"1036"	"RMTB"	"T59"	34
"1037"	"RMTC"	"T59"	24
"1038"	"RMTD"	"T59"	166
"1039"	"RMTE"	"T59"	18
"1040"	"RMTF"	"T59"	118
"1041"	"RMTG"	"T59"	108
"1042"	"RMTH"	"T59"	58
"1043"	"ROB"	"T59"	4
"1044"	"ROBA"	"T59"	246
"1045"	"ROSA"	"T59"	9
"1046"	"ROSB"	"T59"	6
"1047"	"ROX"	"T59"	380
"1048"	"RPH"	"T59"	730
"1049"	"RPLC|RequiresSNPConfirmation"	"T59"	12
"1050"	"RPLD|RequiresSNPConfirmation"	"T59"	6
"1051"	"RPOB"	"T59"	1237
"1052"	"RPOB|RequiresSNPConfirmation"	"T59"	17125
"1053"	"RPOC|RequiresSNPConfirmation"	"T59"	223
"1054"	"RPOCL|RequiresSNPConfirmation"	"T59"	268
"1055"	"RPOCR|RequiresSNPConfirmation"	"T59"	5796
"1056"	"RPOS"	"T59"	423
"1057"	"RPSA|RequiresSNPConfirmation"	"T59"	2313
"1058"	"RPSE|RequiresSNPConfirmation"	"T59"	22
"1059"	"RPSJ|RequiresSNPConfirmation"	"T59"	6
"1060"	"RPSL|RequiresSNPConfirmation"	"T59"	967
"1061"	"RRL|RequiresSNPConfirmation"	"T59"	545
"1062"	"RRS|RequiresSNPConfirmation"	"T59"	3261
"1063"	"RRSA|RequiresSNPConfirmation"	"T59"	1856
"1064"	"RRSC|RequiresSNPConfirmation"	"T59"	1570
"1065"	"RRSH|RequiresSNPConfirmation"	"T59"	1553
"1066"	"RSA"	"T59"	70
"1067"	"RSC"	"T59"	10
"1068"	"RSD1"	"T59"	2
"1069"	"RSD2"	"T59"	8
"1070"	"RSMA"	"T59"	4
"1071"	"RTG"	"T59"	0
"1072"	"RUB"	"T59"	136
"1073"	"RUVB"	"T59"	520
"1074"	"RUVBM"	"T59"	224
"1075"	"RV0678|RequiresSNPConfirmation"	"T59"	12
"1076"	"SALA"	"T59"	0
"1077"	"SALB"	"T59"	14
"1078"	"SALC"	"T59"	4
"1079"	"SALD"	"T59"	4
"1080"	"SALE"	"T59"	2
"1081"	"SAT"	"T59"	611
"1082"	"SCO"	"T59"	4
"1083"	"SDEA"	"T59"	2
"1084"	"SDEB"	"T59"	751
"1085"	"SDEX"	"T59"	252
"1086"	"SDEY"	"T59"	344
"1087"	"SDIA"	"T59"	7
"1088"	"SDRM"	"T59"	0
"1089"	"SED"	"T59"	96
"1090"	"SEPA"	"T59"	20
"1091"	"SFB"	"T59"	6
"1092"	"SFC"	"T59"	2
"1093"	"SFDC"	"T59"	24
"1094"	"SFH"	"T59"	2
"1095"	"SFH1"	"T59"	0
"1096"	"SFO"	"T59"	10
"1097"	"SGM"	"T59"	36
"1098"	"SHN"	"T59"	2
"1099"	"SHV"	"T59"	770
"1100"	"SILA"	"T59"	831
"1101"	"SILB"	"T59"	183
"1102"	"SILC"	"T59"	287
"1103"	"SILE"	"T59"	27
"1104"	"SILF"	"T59"	69
"1105"	"SILP"	"T59"	576
"1106"	"SILR"	"T59"	61
"1107"	"SILS"	"T59"	320
"1108"	"SIM"	"T59"	8
"1109"	"SITA"	"T59"	147
"1110"	"SITABCD"	"T59"	1020
"1111"	"SITB"	"T59"	112
"1112"	"SITC"	"T59"	162
"1113"	"SITD"	"T59"	6
"1114"	"SLB"	"T59"	0
"1115"	"SMB"	"T59"	42
"1116"	"SMDA"	"T59"	698
"1117"	"SMDB"	"T59"	947
"1118"	"SME"	"T59"	2738
"1119"	"SMET"	"T59"	38
"1120"	"SMFY"	"T59"	302
"1121"	"SMR"	"T59"	2
"1122"	"SMRA"	"T59"	1042
"1123"	"SMTA"	"T59"	0
"1124"	"SMTB"	"T59"	4
"1125"	"SMVA"	"T59"	38
"1126"	"SODA"	"T59"	178
"1127"	"SODB"	"T59"	394
"1128"	"SOXR"	"T59"	101
"1129"	"SOXR|RequiresSNPConfirmation"	"T59"	17
"1130"	"SOXRB"	"T59"	109
"1131"	"SOXS"	"T59"	118
"1132"	"SOXS|RequiresSNPConfirmation"	"T59"	28
"1133"	"SPG"	"T59"	70
"1134"	"SPM"	"T59"	0
"1135"	"SPN"	"T59"	216
"1136"	"SPR"	"T59"	18
"1137"	"SPS"	"T59"	0
"1138"	"SRMB"	"T59"	1205
"1139"	"SRPA"	"T59"	4
"1140"	"SRPB"	"T59"	64
"1141"	"SRPC"	"T59"	4
"1142"	"SRPCC"	"T59"	0
"1143"	"SRPR"	"T59"	2
"1144"	"SRPS"	"T59"	2
"1145"	"SRT"	"T59"	610
"1146"	"SSME"	"T59"	14
"1147"	"STA"	"T59"	30
"1148"	"SUGE"	"T59"	144
"1149"	"SULI"	"T59"	303
"1150"	"SULII"	"T59"	495
"1151"	"SULIII"	"T59"	0
"1152"	"SULIV"	"T59"	152
"1153"	"SULR"	"T59"	8
"1154"	"SULX"	"T59"	56
"1155"	"TAEA"	"T59"	306
"1156"	"TAP"	"T59"	172
"1157"	"TBTA"	"T59"	258
"1158"	"TBTB"	"T59"	298
"1159"	"TBTM"	"T59"	178
"1160"	"TBTR"	"T59"	90
"1161"	"TCMA"	"T59"	404
"1162"	"TCR3"	"T59"	1156
"1163"	"TCRA"	"T59"	85
"1164"	"TCRB"	"T59"	79
"1165"	"TCRY"	"T59"	8
"1166"	"TCRZ"	"T59"	1
"1167"	"TEHA"	"T59"	208
"1168"	"TEHB"	"T59"	90
"1169"	"TEM"	"T59"	17
"1170"	"TER"	"T59"	82
"1171"	"TERB"	"T59"	26
"1172"	"TERC"	"T59"	156
"1173"	"TERD"	"T59"	32
"1174"	"TERE"	"T59"	57
"1175"	"TERW"	"T59"	106
"1176"	"TERZ"	"T59"	226
"1177"	"TET16S|RequiresSNPConfirmation"	"T59"	4355
"1178"	"TET30"	"T59"	50
"1179"	"TET31"	"T59"	18
"1180"	"TET32"	"T59"	20
"1181"	"TET33"	"T59"	246
"1182"	"TET34"	"T59"	2
"1183"	"TET35"	"T59"	0
"1184"	"TET36"	"T59"	40
"1185"	"TET37"	"T59"	4
"1186"	"TET38"	"T59"	4
"1187"	"TET39"	"T59"	6
"1188"	"TET40"	"T59"	366
"1189"	"TET42"	"T59"	383
"1190"	"TET43"	"T59"	280
"1191"	"TET44"	"T59"	16
"1192"	"TET45"	"T59"	2
"1193"	"TET47"	"T59"	22
"1194"	"TET48"	"T59"	30
"1195"	"TET49"	"T59"	0
"1196"	"TET50"	"T59"	10
"1197"	"TET51"	"T59"	0
"1198"	"TET52"	"T59"	2
"1199"	"TET53"	"T59"	14
"1200"	"TET54"	"T59"	2
"1201"	"TET55"	"T59"	0
"1202"	"TET56"	"T59"	10
"1203"	"TET57"	"T59"	2
"1204"	"TET58"	"T59"	30
"1205"	"TET59"	"T59"	0
"1206"	"TET62"	"T59"	90
"1207"	"TET63"	"T59"	4
"1208"	"TET64"	"T59"	688
"1209"	"TETA"	"T59"	1688
"1210"	"TETA46"	"T59"	6
"1211"	"TETA60"	"T59"	12
"1212"	"TETB"	"T59"	171
"1213"	"TETB46"	"T59"	34
"1214"	"TETB60"	"T59"	4
"1215"	"TETBP"	"T59"	8
"1216"	"TETC"	"T59"	226
"1217"	"TETD"	"T59"	79
"1218"	"TETE"	"T59"	2
"1219"	"TETG"	"T59"	46
"1220"	"TETH"	"T59"	2
"1221"	"TETJ"	"T59"	31
"1222"	"TETK"	"T59"	2
"1223"	"TETL"	"T59"	30
"1224"	"TETM"	"T59"	92
"1225"	"TETO"	"T59"	886
"1226"	"TETQ"	"T59"	570
"1227"	"TETR|RequiresSNPConfirmation"	"T59"	1144
"1228"	"TETRM|RequiresSNPConfirmation"	"T59"	66
"1229"	"TETS"	"T59"	0
"1230"	"TETT"	"T59"	10
"1231"	"TETU"	"T59"	0
"1232"	"TETV"	"T59"	250
"1233"	"TETW"	"T59"	3562
"1234"	"TETX"	"T59"	73
"1235"	"TETY"	"T59"	20
"1236"	"TETZ"	"T59"	1524
"1237"	"THINB"	"T59"	186
"1238"	"THYA|RequiresSNPConfirmation"	"T59"	598
"1239"	"TLA"	"T59"	20
"1240"	"TLMB"	"T59"	120
"1241"	"TLRC"	"T59"	1599
"1242"	"TLRCM"	"T59"	1141
"1243"	"TLYA|RequiresSNPConfirmation"	"T59"	12
"1244"	"TMB"	"T59"	2
"1245"	"TMRB"	"T59"	4
"1246"	"TOLC"	"T59"	446
"1247"	"TOLCSM"	"T59"	236
"1248"	"TOPR"	"T59"	272
"1249"	"TRGA"	"T59"	22
"1250"	"TRGB"	"T59"	320
"1251"	"TRIA"	"T59"	124
"1252"	"TRIAP"	"T59"	74
"1253"	"TRIB"	"T59"	242
"1254"	"TRIBP"	"T59"	0
"1255"	"TRIC"	"T59"	547
"1256"	"TRICP"	"T59"	18
"1257"	"TROA"	"T59"	0
"1258"	"TROB"	"T59"	282
"1259"	"TROC"	"T59"	4
"1260"	"TROD"	"T59"	14
"1261"	"TROR"	"T59"	4
"1262"	"TRU"	"T59"	58
"1263"	"TSNR"	"T59"	122
"1264"	"TTGA"	"T59"	126
"1265"	"TTGB"	"T59"	414
"1266"	"TTGC"	"T59"	142
"1267"	"TTGE"	"T59"	111
"1268"	"TTGF"	"T59"	90
"1269"	"TTGG"	"T59"	8
"1270"	"TTGR"	"T59"	76
"1271"	"TTGT"	"T59"	44
"1272"	"TTGV"	"T59"	4
"1273"	"TTGW"	"T59"	2
"1274"	"TTU"	"T59"	2
"1275"	"TUFAB|RequiresSNPConfirmation"	"T59"	6901
"1276"	"TUNR"	"T59"	94
"1277"	"TUPA"	"T59"	44
"1278"	"TUPB"	"T59"	2
"1279"	"TUPC"	"T59"	6
"1280"	"TUS"	"T59"	0
"1281"	"TVAA"	"T59"	34
"1282"	"TVAB"	"T59"	2
"1283"	"UGD"	"T59"	181
"1284"	"UHPT|RequiresSNPConfirmation"	"T59"	701
"1285"	"UL3|RequiresSNPConfirmation"	"T59"	48
"1286"	"VAM"	"T59"	10
"1287"	"VAN"	"T59"	10
"1288"	"VAN|RequiresSNPConfirmation"	"T59"	8
"1289"	"VANA"	"T59"	227
"1290"	"VANB"	"T59"	44
"1291"	"VANC"	"T59"	46
"1292"	"VAND"	"T59"	42
"1293"	"VANE"	"T59"	6
"1294"	"VANG"	"T59"	30
"1295"	"VANHA"	"T59"	136
"1296"	"VANHB"	"T59"	40
"1297"	"VANHD"	"T59"	130
"1298"	"VANI"	"T59"	76
"1299"	"VANK"	"T59"	176
"1300"	"VANL"	"T59"	8
"1301"	"VANN"	"T59"	10
"1302"	"VANRA"	"T59"	66
"1303"	"VANRB"	"T59"	140
"1304"	"VANRC"	"T59"	66
"1305"	"VANRD"	"T59"	68
"1306"	"VANRE"	"T59"	8
"1307"	"VANRG"	"T59"	4
"1308"	"VANRI"	"T59"	100
"1309"	"VANRL"	"T59"	2
"1310"	"VANRN"	"T59"	2
"1311"	"VANRO"	"T59"	195
"1312"	"VANRS"	"T59"	357
"1313"	"VANSA"	"T59"	54
"1314"	"VANSB"	"T59"	28
"1315"	"VANSC"	"T59"	52
"1316"	"VANSD"	"T59"	57
"1317"	"VANSE"	"T59"	32
"1318"	"VANSG"	"T59"	0
"1319"	"VANSL"	"T59"	4
"1320"	"VANSM"	"T59"	34
"1321"	"VANSN"	"T59"	2
"1322"	"VANSO"	"T59"	176
"1323"	"VANTC"	"T59"	44
"1324"	"VANTE"	"T59"	2
"1325"	"VANTG"	"T59"	32
"1326"	"VANTML"	"T59"	10
"1327"	"VANTN"	"T59"	36
"1328"	"VANTRL"	"T59"	0
"1329"	"VANWA"	"T59"	8
"1330"	"VANWB"	"T59"	2
"1331"	"VANWG"	"T59"	0
"1332"	"VANWI"	"T59"	6
"1333"	"VANXA"	"T59"	222
"1334"	"VANXB"	"T59"	121
"1335"	"VANXD"	"T59"	0
"1336"	"VANXI"	"T59"	0
"1337"	"VANXM"	"T59"	256
"1338"	"VANXO"	"T59"	0
"1339"	"VANXYC"	"T59"	14
"1340"	"VANXYE"	"T59"	0
"1341"	"VANXYG"	"T59"	6
"1342"	"VANXYL"	"T59"	0
"1343"	"VANXYN"	"T59"	4
"1344"	"VANYA"	"T59"	16
"1345"	"VANYB"	"T59"	8
"1346"	"VANYD"	"T59"	46
"1347"	"VANYF"	"T59"	42
"1348"	"VANYG"	"T59"	12
"1349"	"VANZA"	"T59"	2
"1350"	"VARG"	"T59"	64
"1351"	"VATA"	"T59"	20
"1352"	"VATB"	"T59"	0
"1353"	"VATC"	"T59"	0
"1354"	"VATD"	"T59"	2
"1355"	"VATE"	"T59"	4
"1356"	"VATF"	"T59"	2
"1357"	"VATI"	"T59"	12
"1358"	"VCAM"	"T59"	38
"1359"	"VCC"	"T59"	2
"1360"	"VCEA"	"T59"	10
"1361"	"VCEB"	"T59"	2
"1362"	"VCEC"	"T59"	28
"1363"	"VCER"	"T59"	2
"1364"	"VCMA"	"T59"	0
"1365"	"VCRM"	"T59"	14
"1366"	"VEB"	"T59"	28
"1367"	"VEXA"	"T59"	22
"1368"	"VEXB"	"T59"	12
"1369"	"VEXC"	"T59"	8
"1370"	"VEXD"	"T59"	44
"1371"	"VEXE"	"T59"	24
"1372"	"VEXF"	"T59"	90
"1373"	"VEXH"	"T59"	62
"1374"	"VEXK"	"T59"	10
"1375"	"VGA"	"T59"	28
"1376"	"VGAB"	"T59"	8
"1377"	"VGAD"	"T59"	2
"1378"	"VGAE"	"T59"	0
"1379"	"VGBA"	"T59"	0
"1380"	"VGBB"	"T59"	4
"1381"	"VGBC"	"T59"	4
"1382"	"VHW"	"T59"	0
"1383"	"VIM"	"T59"	22
"1384"	"VMB"	"T59"	4
"1385"	"VMEA"	"T59"	80
"1386"	"VMEB"	"T59"	22
"1387"	"VMEC"	"T59"	2
"1388"	"VMED"	"T59"	18
"1389"	"VMEE"	"T59"	2
"1390"	"VMEF"	"T59"	20
"1391"	"VMEG"	"T59"	36
"1392"	"VMEH"	"T59"	2
"1393"	"VMEI"	"T59"	12
"1394"	"VMEJ"	"T59"	18
"1395"	"VMEK"	"T59"	80
"1396"	"VMEP"	"T59"	8
"1397"	"VMEQ"	"T59"	170
"1398"	"VMET"	"T59"	2
"1399"	"VMEU"	"T59"	18
"1400"	"VMEV"	"T59"	4
"1401"	"VMEY"	"T59"	0
"1402"	"VMEZ"	"T59"	136
"1403"	"VMLR"	"T59"	10
"1404"	"VMRA"	"T59"	6
"1405"	"VPH"	"T59"	558
"1406"	"VPOC"	"T59"	2
"1407"	"WALK|RequiresSNPConfirmation"	"T59"	24
"1408"	"WHH"	"T59"	6
"1409"	"WTPA"	"T59"	12
"1410"	"WTPB"	"T59"	0
"1411"	"WTPC"	"T59"	0
"1412"	"WUS"	"T59"	2
"1413"	"YAJC"	"T59"	32
"1414"	"YBTP"	"T59"	494
"1415"	"YBTQ"	"T59"	116
"1416"	"YCHH"	"T59"	40
"1417"	"YCNJ"	"T59"	2
"1418"	"YCNK"	"T59"	0
"1419"	"YDDG"	"T59"	4
"1420"	"YDEI"	"T59"	50
"1421"	"YDEO"	"T59"	18
"1422"	"YDEP"	"T59"	341
"1423"	"YEM"	"T59"	2
"1424"	"YFEA"	"T59"	2
"1425"	"YFEB"	"T59"	10
"1426"	"YFEC"	"T59"	20
"1427"	"YFED"	"T59"	4
"1428"	"YFMO"	"T59"	36
"1429"	"YFMP"	"T59"	0
"1430"	"YGIW"	"T59"	220
"1431"	"YGJH"	"T59"	421
"1432"	"YHCN"	"T59"	118
"1433"	"YIEF"	"T59"	158
"1434"	"YJAA"	"T59"	0
"1435"	"YJCG"	"T59"	548
"1436"	"YKKC"	"T59"	0
"1437"	"YKKCL|RequiresSNPConfirmation"	"T59"	86
"1438"	"YODB"	"T59"	69
"1439"	"YOGI"	"T59"	491
"1440"	"YRC"	"T59"	8
"1441"	"YYBT|RequiresSNPConfirmation"	"T59"	12
"1442"	"ZBMA"	"T59"	142
